44.394	0.128
44.404	0.125
44.414	0.115
44.424	0.099
44.434	0.081
44.444	0.063
44.454	0.047
44.464	0.033
44.474	0.022
44.484	0.014
44.494	0.009
44.504	0.006
44.514	0.006
44.524	0.006
44.534	0.006
44.544	0.006
44.554	0.004
44.564	-0.000
44.574	-0.006
44.584	-0.013
44.594	-0.019
44.604	-0.024
44.614	-0.026
44.624	-0.026
44.634	-0.024
44.644	-0.020
44.654	-0.016
44.664	-0.011
44.674	-0.007
44.684	-0.004
44.694	-0.003
44.704	-0.003
44.714	-0.004
44.724	-0.006
44.734	-0.007
44.744	-0.009
44.754	-0.012
44.764	-0.015
44.774	-0.017
44.784	-0.020
44.794	-0.022
44.804	-0.024
44.814	-0.025
44.824	-0.025
44.834	-0.025
44.844	-0.025
44.854	-0.025
44.864	-0.025
44.874	-0.024
44.884	-0.024
44.894	-0.023
44.904	-0.023
44.914	-0.022
44.924	-0.021
44.934	-0.020
44.944	-0.019
44.954	-0.018
44.964	-0.018
44.974	-0.018
44.984	-0.018
44.994	-0.018
45.004	-0.018
45.014	-0.017
45.024	-0.016
45.034	-0.015
45.044	-0.014
45.054	-0.014
45.064	-0.013
45.074	-0.013
45.084	-0.014
45.094	-0.014
45.104	-0.015
45.114	-0.015
45.124	-0.015
45.134	-0.015
45.144	-0.015
45.154	-0.016
45.164	-0.017
45.174	-0.018
45.184	-0.018
45.194	-0.014
45.204	-0.004
45.214	0.013
45.224	0.039
45.234	0.070
45.244	0.101
45.254	0.124
45.264	0.135
45.274	0.135
45.284	0.126
45.294	0.110
45.304	0.092
45.314	0.074
45.324	0.056
45.334	0.041
45.344	0.028
45.354	0.019
45.364	0.012
45.374	0.009
45.384	0.008
45.394	0.009
45.404	0.010
45.414	0.010
45.424	0.008
45.434	0.004
45.444	-0.002
45.454	-0.008
45.464	-0.015
45.474	-0.020
45.484	-0.023
45.494	-0.023
45.504	-0.021
45.514	-0.018
45.524	-0.015
45.534	-0.011
45.544	-0.008
45.554	-0.005
45.564	-0.003
45.574	-0.002
45.584	-0.003
45.594	-0.004
45.604	-0.005
45.614	-0.008
45.624	-0.011
45.634	-0.013
45.644	-0.016
45.654	-0.018
45.664	-0.020
45.674	-0.021
45.684	-0.021
45.694	-0.022
45.704	-0.022
45.714	-0.023
45.724	-0.023
45.734	-0.023
45.744	-0.024
45.754	-0.023
45.764	-0.023
45.774	-0.022
45.784	-0.021
45.794	-0.020
45.804	-0.019
45.814	-0.018
45.824	-0.018
45.834	-0.017
45.844	-0.016
45.854	-0.016
45.864	-0.015
45.874	-0.014
45.884	-0.013
45.894	-0.013
45.904	-0.013
45.914	-0.013
45.924	-0.013
45.934	-0.013
45.944	-0.013
45.954	-0.013
45.964	-0.013
45.974	-0.013
45.984	-0.015
45.994	-0.016
46.004	-0.018
46.014	-0.019
46.024	-0.017
46.034	-0.012
46.044	-0.000
46.054	0.020
46.064	0.047
46.074	0.077
46.084	0.103
46.094	0.121
